Position	Mean	SD	End	BG	DataType
181	0.913284174658135	0.0100519928431324	5	Data	mRNA
182	0.91113296996408	0.0100519928431324	5	Data	mRNA
183	0.911230751995628	0.0100813274525968	5	Data	mRNA
184	0.909568457459312	0.00997376721789398	5	Data	mRNA
185	0.907808380891448	0.0098955415926556	5	Data	mRNA
186	0.903212625408693	0.00977135841258966	5	Data	mRNA
187	0.905559394165845	0.0098662069831912	5	Data	mRNA
188	0.906732778544421	0.009875985186346	5	Data	mRNA
189	0.902332587124761	0.00980753776426242	5	Data	mRNA
190	0.90145254884083	0.00975277982659555	5	Data	mRNA
191	0.902332587124761	0.00977820315479802	5	Data	mRNA
192	0.904581573850365	0.00978798135795282	5	Data	mRNA
193	0.904581573850365	0.00969117714672032	5	Data	mRNA
194	0.908883983238476	0.00972540085776211	5	Data	mRNA
195	0.9077105988599	0.00985642878003641	5	Data	mRNA
196	0.904777137913461	0.00965401997473209	5	Data	mRNA
197	0.903701535566433	0.00974104598280979	5	Data	mRNA
198	0.905852740260489	0.00977624751416706	5	Data	mRNA
199	0.910057367617052	0.00992487620211999	5	Data	mRNA
200	0.912110790279559	0.00983687237372681	5	Data	mRNA
201	0.910057367617052	0.00978798135795282	5	Data	mRNA
202	0.908003944954544	0.00973713470154787	5	Data	mRNA
203	0.907417252765256	0.00977820315479802	5	Data	mRNA
204	0.907417252765256	0.0099053197958104	5	Data	mRNA
205	0.906634996512873	0.00999332362420358	5	Data	mRNA
206	0.905559394165845	0.0100422146399776	5	Data	mRNA
207	0.912599700437299	0.0101595530778351	5	Data	mRNA
208	0.912404136374203	0.0101986658904543	5	Data	mRNA
209	0.911524098090272	0.0102377787030735	5	Data	mRNA
210	0.910546277774792	0.0101595530778351	5	Data	mRNA
211	0.913773084815875	0.0103551171409311	5	Data	mRNA
212	0.910741841837888	0.0104333427661695	5	Data	mRNA
213	0.914848687162903	0.0105213465945627	5	Data	mRNA
214	0.914848687162903	0.0104137863598599	5	Data	mRNA
215	0.912990828563491	0.0104040081567051	5	Data	mRNA
216	0.916217635604575	0.0103551171409311	5	Data	mRNA
217	0.918955532487918	0.0105311247977175	5	Data	mRNA
218	0.923942416096865	0.0109515875333738	5	Data	mRNA
219	0.927267005169496	0.0109711439396834	5	Data	mRNA
220	0.933720619251663	0.0111569297996245	5	Data	mRNA
221	0.932547234873087	0.0110689259712314	5	Data	mRNA
222	0.931764978620703	0.0110787041743862	5	Data	mRNA
223	0.930396030179032	0.0108635837049806	5	Data	mRNA
224	0.927658133295688	0.0107071324545038	5	Data	mRNA
225	0.925898056727825	0.0106875760481942	5	Data	mRNA
226	0.924822454380797	0.0105995722198011	5	Data	mRNA
227	0.927267005169496	0.010697354251349	5	Data	mRNA
228	0.924626890317701	0.0105995722198011	5	Data	mRNA
229	0.928733735642716	0.0116067271447453	5	Data	mRNA
230	0.9270714411064	0.0115773925352809	5	Data	mRNA
231	0.92658253094866	0.0116067271447453	5	Data	mRNA
232	0.927267005169496	0.0115382797226617	5	Data	mRNA
233	0.925018018443893	0.0113231592532561	5	Data	mRNA
234	0.920715609055782	0.0112449336280177	5	Data	mRNA
235	0.916999891856958	0.0111178169870053	5	Data	mRNA
236	0.910057367617052	0.010892918314445	5	Data	mRNA
237	0.905657176197393	0.0108244708923614	5	Data	mRNA
238	0.9077105988599	0.0108538055018258	5	Data	mRNA
239	0.9077105988599	0.010990700345993	5	Data	mRNA
240	0.906634996512873	0.0109515875333738	5	Data	mRNA
241	0.905461612134297	0.0110102567523026	5	Data	mRNA
242	0.902234805093213	0.0109320311270642	5	Data	mRNA
243	0.90096363868309	0.0109222529239094	5	Data	mRNA
244	0.903701535566433	0.0110102567523026	5	Data	mRNA
245	0.901941458998569	0.0110004785491478	5	Data	mRNA
246	0.901354766809282	0.0110493695649218	5	Data	mRNA
247	0.900670292588446	0.0109809221428382	5	Data	mRNA
248	0.89998581836761	0.0110004785491478	5	Data	mRNA
249	0.900376946493802	0.0109809221428382	5	Data	mRNA
250	0.903114843377145	0.0110004785491478	5	Data	mRNA
251	0.899301344146774	0.0110591477680766	5	Data	mRNA
252	0.898323523831294	0.011088482377541	5	Data	mRNA
253	0.902137023061665	0.0110982605806958	5	Data	mRNA
254	0.905461612134297	0.0111471515964697	5	Data	mRNA
255	0.908590637143832	0.0116751745668288	5	Data	mRNA
256	0.908492855112284	0.0116067271447453	5	Data	mRNA
257	0.903114843377145	0.0102182222967639	5	Data	mRNA
258	0.903701535566433	0.0102182222967639	5	Data	mRNA
259	0.907417252765256	0.0102964479220023	5	Data	mRNA
260	0.911230751995628	0.010844027298671	5	Data	mRNA
261	0.911524098090272	0.0108244708923614	5	Data	mRNA
262	0.912990828563491	0.0111960426122437	5	Data	mRNA
263	0.911328534027176	0.0111275951901601	5	Data	mRNA
264	0.914457559036711	0.0113133810501013	5	Data	mRNA
265	0.920715609055782	0.0128387807422498	5	Data	mRNA
266	0.923942416096865	0.0128681153517142	5	Data	mRNA
267	0.926778095011756	0.012877893554869	5	Data	mRNA
268	0.929124863768908	0.012926784570643	5	Data	mRNA
269	0.923649070002221	0.0127018858980826	5	Data	mRNA
270	0.925702492664729	0.0129072281643334	5	Data	mRNA
271	0.925995838759373	0.0128583371485594	5	Data	mRNA
272	0.918759968424822	0.0113524938627205	5	Data	mRNA
273	0.921888993434357	0.0113622720658753	5	Data	mRNA
274	0.921888993434357	0.0114404976911137	5	Data	mRNA
275	0.923355723907577	0.0114209412848041	5	Data	mRNA
276	0.925311364538537	0.0117045091762932	5	Data	mRNA
277	0.928635953611168	0.011763178395222	5	Data	mRNA
278	0.926973659074852	0.0122520885529619	5	Data	mRNA
279	0.92658253094866	0.0127996679296306	5	Data	mRNA
280	0.924920236412345	0.0126921076949278	5	Data	mRNA
281	0.919640006708754	0.0123009795687359	5	Data	mRNA
282	0.919151096551014	0.0121836411308783	5	Data	mRNA
283	0.922377903592097	0.0121543065214139	5	Data	mRNA
284	0.917195455920054	0.0120956373024852	5	Data	mRNA
285	0.91934666061411	0.0121151937087947	5	Data	mRNA
286	0.919542224677206	0.0121249719119495	5	Data	mRNA
287	0.912697482468847	0.0117729565983768	5	Data	mRNA
288	0.907123906670612	0.0114502758942685	5	Data	mRNA
289	0.90868841917538	0.0114796105037329	5	Data	mRNA
290	0.912990828563491	0.0118414040204604	5	Data	mRNA
291	0.90868841917538	0.0114893887068877	5	Data	mRNA
292	0.90819950901764	0.0114698323005781	5	Data	mRNA
293	0.903310407440241	0.0106386850324202	5	Data	mRNA
294	0.901745894935474	0.0106289068292654	5	Data	mRNA
295	0.894607806632471	0.00994443260842959	5	Data	mRNA
296	0.893923332411635	0.00991509799896519	5	Data	mRNA
297	0.896954575389623	0.00991509799896519	5	Data	mRNA
298	0.899692472272966	0.00997376721789398	5	Data	mRNA
299	0.899105780083678	0.00994443260842959	5	Data	mRNA
300	0.903310407440241	0.0100128800305132	5	Data	mRNA
301	0.90868841917538	0.0100617710462872	5	Data	mRNA
302	0.908590637143832	0.0100031018273584	5	Data	mRNA
303	0.906146086355133	0.00999332362420358	5	Data	mRNA
304	0.91162188012182	0.0100324364368228	5	Data	mRNA
305	0.913381956689683	0.010071549249442	5	Data	mRNA
306	0.914164212942067	0.009875985186346	5	Data	mRNA
307	0.908492855112284	0.00967944330293456	5	Data	mRNA
308	0.90966623949086	0.00971562265460731	5	Data	mRNA
309	0.908981765270024	0.00972637867807759	5	Data	mRNA
310	0.911719662153368	0.00972637867807759	5	Data	mRNA
311	0.915533161383739	0.00991509799896519	5	Data	mRNA
312	0.912599700437299	0.00991509799896519	5	Data	mRNA
313	0.911230751995628	0.009875985186346	5	Data	mRNA
314	0.912208572311107	0.00984665057688161	5	Data	mRNA
315	0.910741841837888	0.00983687237372681	5	Data	mRNA
316	0.909568457459312	0.00978798135795282	5	Data	mRNA
317	0.909275111364668	0.00977038059227418	5	Data	mRNA
318	0.90917732933312	0.00966673163883332	5	Data	mRNA
319	0.912795264500395	0.00978798135795282	5	Data	mRNA
320	0.911426316058724	0.00981731596741721	5	Data	mRNA
321	0.908590637143832	0.00976744713132774	5	Data	mRNA
322	0.909079547301572	0.00978798135795282	5	Data	mRNA
323	0.91064405980634	0.00970780009208348	5	Data	mRNA
324	0.913870866847423	0.00971464483429183	5	Data	mRNA
325	0.917293237951602	0.00975669110785747	5	Data	mRNA
326	0.917195455920054	0.00977820315479802	5	Data	mRNA
327	0.915142033257547	0.00972540085776211	5	Data	mRNA
328	0.914457559036711	0.00968824368577388	5	Data	mRNA
329	0.915239815289095	0.0098857633895008	5	Data	mRNA
330	0.912893046531943	0.00984665057688161	5	Data	mRNA
331	0.911817444184916	0.00991509799896519	5	Data	mRNA
332	0.912110790279559	0.0098955415926556	5	Data	mRNA
333	0.911035187932532	0.00991509799896519	5	Data	mRNA
334	0.913088610595039	0.0100422146399776	5	Data	mRNA
335	0.915044251225999	0.0100519928431324	5	Data	mRNA
336	0.915630943415287	0.010022658233668	5	Data	mRNA
337	0.917782148109342	0.00997376721789398	5	Data	mRNA
338	0.920422262961138	0.00999332362420358	5	Data	mRNA
339	0.91787993014089	0.0100422146399776	5	Data	mRNA
340	0.915044251225999	0.0100617710462872	5	Data	mRNA
341	0.916022071541479	0.0100519928431324	5	Data	mRNA
342	0.91739101998315	0.0100422146399776	5	Data	mRNA
343	0.915533161383739	0.0100128800305132	5	Data	mRNA
344	0.922573467655193	0.0105213465945627	5	Data	mRNA
345	0.924431326254605	0.0106093504229559	5	Data	mRNA
346	0.925409146570085	0.0105800158134915	5	Data	mRNA
347	0.922964595781385	0.0105800158134915	5	Data	mRNA
348	0.924529108286153	0.0107266888608134	5	Data	mRNA
349	0.925409146570085	0.010697354251349	5	Data	mRNA
350	0.924040198128413	0.0108049144860518	5	Data	mRNA
351	0.925995838759373	0.0106875760481942	5	Data	mRNA
352	0.928342607516524	0.0106875760481942	5	Data	mRNA
353	0.925213582506989	0.0104822337819435	5	Data	mRNA
354	0.922084557497453	0.0104137863598599	5	Data	mRNA
355	0.920911173118878	0.0103160043283119	5	Data	mRNA
356	0.920911173118878	0.0103355607346215	5	Data	mRNA
357	0.922280121560549	0.0103648953440859	5	Data	mRNA
358	0.923746852033769	0.0103160043283119	5	Data	mRNA
359	0.931080504399868	0.0105800158134915	5	Data	mRNA
360	0.928440389548072	0.0105213465945627	5	Data	mRNA
361	0.931960542683799	0.0104626773756339	5	Data	mRNA
362	0.932645016904635	0.0105017901882531	5	Data	mRNA
363	0.930787158305224	0.0103942299535503	5	Data	mRNA
364	0.932058324715347	0.0105409030008723	5	Data	mRNA
365	0.931569414557607	0.0104235645630147	5	Data	mRNA
366	0.932742798936183	0.0104137863598599	5	Data	mRNA
367	0.935285131756431	0.0108342490955162	5	Data	mRNA
368	0.933916183314759	0.0107364670639682	5	Data	mRNA
369	0.931960542683799	0.0108342490955162	5	Data	mRNA
370	0.931569414557607	0.0107658016734326	5	Data	mRNA
371	0.931178286431416	0.0107266888608134	5	Data	mRNA
372	0.929613773926648	0.010746245267123	5	Data	mRNA
373	0.933231709093923	0.010941809330219	5	Data	mRNA
374	0.928147043453428	0.0109222529239094	5	Data	mRNA
375	0.92804926142188	0.0109124747207546	5	Data	mRNA
376	0.923453505939125	0.0107071324545038	5	Data	mRNA
377	0.922866813749837	0.010648463235575	5	Data	mRNA
378	0.920226698898042	0.010648463235575	5	Data	mRNA
379	0.924431326254605	0.0106582414387298	5	Data	mRNA
380	0.923746852033769	0.0106875760481942	5	Data	mRNA
381	0.922866813749837	0.0106875760481942	5	Data	mRNA
382	0.920031134834946	0.0102768915156927	5	Data	mRNA
383	0.925506928601633	0.0104333427661695	5	Data	mRNA
384	0.924920236412345	0.0105017901882531	5	Data	mRNA
385	0.928342607516524	0.0103844517503955	5	Data	mRNA
386	0.924529108286153	0.0101888876872995	5	Data	mRNA
387	0.923355723907577	0.0101888876872995	5	Data	mRNA
388	0.927364787201044	0.0102280004999187	5	Data	mRNA
389	0.925995838759373	0.0102182222967639	5	Data	mRNA
390	0.922377903592097	0.0102964479220023	5	Data	mRNA
391	0.919933352803398	0.0100813274525968	5	Data	mRNA
392	0.91983557077185	0.010120440265216	5	Data	mRNA
393	0.922964595781385	0.0103062261251571	5	Data	mRNA
394	0.927267005169496	0.0105017901882531	5	Data	mRNA
395	0.925213582506989	0.0103551171409311	5	Data	mRNA
396	0.927364787201044	0.0104626773756339	5	Data	mRNA
397	0.924529108286153	0.0100422146399776	5	Data	mRNA
398	0.922964595781385	0.0100813274525968	5	Data	mRNA
399	0.928929299705812	0.0103160043283119	5	Data	mRNA
400	0.933133927062375	0.0103746735472407	5	Data	mRNA
401	0.931178286431416	0.0102573351093831	5	Data	mRNA
402	0.930102684084388	0.0103160043283119	5	Data	mRNA
403	0.934894003630239	0.0104333427661695	5	Data	mRNA
404	0.93821859270287	0.0105115683914079	5	Data	mRNA
405	0.941836527870145	0.0104724555787887	5	Data	mRNA
406	0.943107694280269	0.0104822337819435	5	Data	mRNA
407	0.941543181775501	0.0105115683914079	5	Data	mRNA
408	0.93919641301835	0.0104431209693243	5	Data	mRNA
409	0.942423220059433	0.0105115683914079	5	Data	mRNA
410	0.940272015365378	0.0104235645630147	5	Data	mRNA
411	0.935871823945719	0.0102377787030735	5	Data	mRNA
412	0.938511938797514	0.0102475569062283	5	Data	mRNA
413	0.939391977081446	0.0102573351093831	5	Data	mRNA
414	0.938316374734418	0.0102280004999187	5	Data	mRNA
415	0.937436336450486	0.0101106620620612	5	Data	mRNA
416	0.936360734103459	0.0105409030008723	5	Data	mRNA
417	0.931862760652251	0.0103942299535503	5	Data	mRNA
418	0.928342607516524	0.0104528991724791	5	Data	mRNA
419	0.929711555958196	0.0105311247977175	5	Data	mRNA
420	0.92804926142188	0.0105409030008723	5	Data	mRNA
421	0.928733735642716	0.0106289068292654	5	Data	mRNA
422	0.930396030179032	0.0109515875333738	5	Data	mRNA
423	0.934111747377855	0.0110982605806958	5	Data	mRNA
424	0.93772968254513	0.0111178169870053	5	Data	mRNA
425	0.936067388008815	0.0110787041743862	5	Data	mRNA
426	0.93675186222965	0.011039591361767	5	Data	mRNA
427	0.935774041914171	0.011039591361767	5	Data	mRNA
428	0.935578477851075	0.0111960426122437	5	Data	mRNA
429	0.938023028639774	0.0112449336280177	5	Data	mRNA
430	0.941054271617762	0.0112644900343273	5	Data	mRNA
431	0.941249835680858	0.0112155990185533	5	Data	mRNA
432	0.936165170040363	0.0111862644090889	5	Data	mRNA
433	0.937827464576678	0.0113720502690301	5	Data	mRNA
434	0.939489759112994	0.0114404976911137	5	Data	mRNA
435	0.939978669270734	0.0114209412848041	5	Data	mRNA
436	0.943694386469557	0.0114404976911137	5	Data	mRNA
437	0.943009912248721	0.0114991669100425	5	Data	mRNA
438	0.944672206785037	0.0115285015195069	5	Data	mRNA
439	0.946432283352901	0.0115676143321261	5	Data	mRNA
440	0.943889950532653	0.0115871707384357	5	Data	mRNA
441	0.942618784122529	0.0115773925352809	5	Data	mRNA
442	0.940858707554666	0.0115480579258165	5	Data	mRNA
443	0.938609720829062	0.0115382797226617	5	Data	mRNA
444	0.938414156765966	0.0115871707384357	5	Data	mRNA
445	0.945552245068969	0.0116458399573644	5	Data	mRNA
446	0.942912130217173	0.0111178169870053	5	Data	mRNA
447	0.93919641301835	0.0110200349554574	5	Data	mRNA
448	0.939391977081446	0.0109124747207546	5	Data	mRNA
449	0.936947426292746	0.0108049144860518	5	Data	mRNA
450	0.933133927062375	0.0106680196418846	5	Data	mRNA
451	0.939294195049898	0.0106875760481942	5	Data	mRNA
452	0.941640963807049	0.0103453389377763	5	Data	mRNA
453	0.940760925523118	0.0104040081567051	5	Data	mRNA
454	0.939294195049898	0.0104528991724791	5	Data	mRNA
455	0.936849644261198	0.0104528991724791	5	Data	mRNA
456	0.936360734103459	0.0104235645630147	5	Data	mRNA
457	0.938120810671322	0.0107560234702778	5	Data	mRNA
458	0.93821859270287	0.0109809221428382	5	Data	mRNA
459	0.941640963807049	0.0111275951901601	5	Data	mRNA
460	0.946334501321353	0.0111178169870053	5	Data	mRNA
461	0.943009912248721	0.0110493695649218	5	Data	mRNA
462	0.943987732564201	0.0110591477680766	5	Data	mRNA
463	0.945454463037421	0.0110787041743862	5	Data	mRNA
464	0.943792168501105	0.011088482377541	5	Data	mRNA
465	0.947507885699928	0.0112547118311725	5	Data	mRNA
466	0.947703449763024	0.0112547118311725	5	Data	mRNA
467	0.944769988816585	0.0111960426122437	5	Data	mRNA
468	0.948290141952312	0.0114698323005781	5	Data	mRNA
469	0.948192359920764	0.0115676143321261	5	Data	mRNA
470	0.95083247477256	0.0115871707384357	5	Data	mRNA
471	0.949952436488628	0.0116067271447453	5	Data	mRNA
472	0.952396987277327	0.0113036028469465	5	Data	mRNA
473	0.947507885699928	0.0109809221428382	5	Data	mRNA
474	0.943792168501105	0.0109809221428382	5	Data	mRNA
475	0.947214539605284	0.0108244708923614	5	Data	mRNA
476	0.946236719289805	0.0108049144860518	5	Data	mRNA
477	0.941934309901693	0.0106582414387298	5	Data	mRNA
478	0.939783105207638	0.0106191286261107	5	Data	mRNA
479	0.938414156765966	0.0106093504229559	5	Data	mRNA
480	0.932547234873087	0.0104724555787887	5	Data	mRNA
481	0.940369797396926	0.0105800158134915	5	Data	mRNA
482	0.946041155226709	0.0108342490955162	5	Data	mRNA
