Position	Mean	SD	End	BG	DataType
96	0.85978633913536	0.0207447885562257	5	Data	mRNA
97	0.869655594885057	0.0207738157790189	5	Data	mRNA
98	0.864624209600898	0.0205125707738799	5	Data	mRNA
99	0.852432776027743	0.0197675387221871	5	Data	mRNA
100	0.853690622348783	0.0197288357584628	5	Data	mRNA
101	0.848078692608759	0.0193224546393576	5	Data	mRNA
102	0.855045226079134	0.0200481352091882	5	Data	mRNA
103	0.860270126181914	0.020270677250603	5	Data	mRNA
104	0.860366883591225	0.0208221944836743	5	Data	mRNA
105	0.852916563074297	0.0204351648464313	5	Data	mRNA
106	0.861527972502954	0.0215091720897806	5	Data	mRNA
107	0.8610441854564	0.0215091720897806	5	Data	mRNA
108	0.856690102037416	0.0214414419032631	5	Data	mRNA
109	0.852529533437054	0.0199513777998775	5	Data	mRNA
110	0.849723568567042	0.0197385114993938	5	Data	mRNA
111	0.851078172297393	0.0198062416859114	5	Data	mRNA
112	0.852916563074297	0.0198062416859114	5	Data	mRNA
113	0.853013320483608	0.020019107986395	5	Data	mRNA
114	0.84943329633911	0.0187709374062863	5	Data	mRNA
115	0.858334977995699	0.0187902888881484	5	Data	mRNA
116	0.855625770534998	0.0187128829606998	5	Data	mRNA
117	0.849143024111178	0.0179872023908692	5	Data	mRNA
118	0.851174929706703	0.0179097964634206	5	Data	mRNA
119	0.850110598204285	0.017832390535972	5	Data	mRNA
120	0.847981935199448	0.0179484994271449	5	Data	mRNA
121	0.850013840794974	0.0172324945982453	5	Data	mRNA
122	0.854464681623269	0.0173389277484871	5	Data	mRNA
123	0.845756514785301	0.0159262695725501	5	Data	mRNA
124	0.853593864939472	0.0164100566191039	5	Data	mRNA
125	0.855722527944309	0.0164487595828282	5	Data	mRNA
126	0.856303072400173	0.0167293560698294	5	Data	mRNA
127	0.858141463177078	0.0167970862563469	5	Data	mRNA
128	0.859399309498117	0.0169906010749684	5	Data	mRNA
129	0.856593344628106	0.0170293040386927	5	Data	mRNA
130	0.862882576233305	0.0169035194065887	5	Data	mRNA
131	0.860850670637779	0.0168551407019334	5	Data	mRNA
132	0.867139902242978	0.0169035194065887	5	Data	mRNA
133	0.870816683796786	0.0168841679247266	5	Data	mRNA
134	0.866365842968492	0.0167100045879672	5	Data	mRNA
135	0.8700426245223	0.0168841679247266	5	Data	mRNA
136	0.869075050429193	0.0167390318107604	5	Data	mRNA
137	0.867236659652289	0.0167970862563469	5	Data	mRNA
138	0.862882576233305	0.0170293040386927	5	Data	mRNA
139	0.864527452191587	0.0170099525568306	5	Data	mRNA
140	0.858238220586388	0.0169228708884509	5	Data	mRNA
141	0.858528492814321	0.016932546629382	5	Data	mRNA
142	0.860560398409846	0.0165745442149322	5	Data	mRNA
143	0.858238220586388	0.0165842199558632	5	Data	mRNA
144	0.86094742804709	0.0167293560698294	5	Data	mRNA
145	0.867526931880221	0.0167970862563469	5	Data	mRNA
146	0.866946387424356	0.0176872544220058	5	Data	mRNA
147	0.867043144833667	0.0179097964634206	5	Data	mRNA
148	0.876331856127499	0.0180452568364556	5	Data	mRNA
149	0.871203713434029	0.0177646603494544	5	Data	mRNA
150	0.869655594885057	0.0180549325773867	5	Data	mRNA
151	0.868397748564018	0.0170873584842792	5	Data	mRNA
152	0.867139902242978	0.0171357371889345	5	Data	mRNA
153	0.861334457684333	0.017068007002417	5	Data	mRNA
154	0.864624209600898	0.0167487075516915	5	Data	mRNA
155	0.866559357787113	0.0167874105154158	5	Data	mRNA
156	0.861431215093643	0.0165261655102768	5	Data	mRNA
157	0.866849630015046	0.016680977365174	5	Data	mRNA
158	0.855625770534998	0.0165745442149322	5	Data	mRNA
159	0.859109037270185	0.0166422744014497	5	Data	mRNA
160	0.860270126181914	0.0166035714377254	5	Data	mRNA
161	0.865204754056763	0.0170583312614859	5	Data	mRNA
162	0.865398268875384	0.0172131431163831	5	Data	mRNA
163	0.865011239238141	0.0172324945982453	5	Data	mRNA
164	0.860657155819157	0.0172421703391764	5	Data	mRNA
165	0.860560398409846	0.0173873064531425	5	Data	mRNA
166	0.867139902242978	0.0172905490438317	5	Data	mRNA
167	0.86491448182883	0.0174356851577979	5	Data	mRNA
168	0.864624209600898	0.0176485514582815	5	Data	mRNA
169	0.8700426245223	0.0173873064531425	5	Data	mRNA
170	0.87130047084334	0.0173873064531425	5	Data	mRNA
171	0.86743017447091	0.0173002247847628	5	Data	mRNA
172	0.863656635507791	0.0172905490438317	5	Data	mRNA
173	0.860366883591225	0.0172228188573142	5	Data	mRNA
174	0.862398789186751	0.0189741279658389	5	Data	mRNA
175	0.862011759549508	0.0189741279658389	5	Data	mRNA
176	0.857077131674659	0.0186741799969755	5	Data	mRNA
177	0.867236659652289	0.0192740759347022	5	Data	mRNA
178	0.853690622348783	0.0172228188573142	5	Data	mRNA
179	0.855238740897755	0.01745503663966	5	Data	mRNA
180	0.843918124008397	0.0169035194065887	5	Data	mRNA
181	0.851755474162568	0.0170389797796238	5	Data	mRNA
182	0.845756514785301	0.0168261134791401	5	Data	mRNA
183	0.842079733231492	0.0167196803288983	5	Data	mRNA
184	0.844401911054951	0.0167583832926226	5	Data	mRNA
185	0.844692183282883	0.0168744921837955	5	Data	mRNA
186	0.849239781520488	0.0174937396033843	5	Data	mRNA
187	0.854851711260512	0.0174840638624533	5	Data	mRNA
188	0.85465819644189	0.0176582271992126	5	Data	mRNA
189	0.843240822143222	0.0170099525568306	5	Data	mRNA
190	0.84430515364564	0.017068007002417	5	Data	mRNA
191	0.840821886910453	0.0168938436656577	5	Data	mRNA
192	0.846046787013233	0.0168357892200712	5	Data	mRNA
193	0.864140422554344	0.0174356851577979	5	Data	mRNA
194	0.854948468669823	0.0173679549712804	5	Data	mRNA
195	0.853690622348783	0.0175904970126951	5	Data	mRNA
196	0.860657155819157	0.0180452568364556	5	Data	mRNA
197	0.85843173540501	0.0181129870229732	5	Data	mRNA
198	0.861431215093643	0.0181323385048353	5	Data	mRNA
199	0.863753392917101	0.0182387716550771	5	Data	mRNA
200	0.863172848461237	0.0181516899866975	5	Data	mRNA
201	0.857367403902592	0.0181420142457664	5	Data	mRNA
202	0.860366883591225	0.0181420142457664	5	Data	mRNA
203	0.861431215093643	0.0197094842766006	5	Data	mRNA
204	0.864237179963655	0.0198449446496357	5	Data	mRNA
205	0.857947948358456	0.0192740759347022	5	Data	mRNA
206	0.862495546596062	0.0194385635305305	5	Data	mRNA
207	0.862108516958819	0.0193901848258751	5	Data	mRNA
208	0.86230203177744	0.0180742840592489	5	Data	mRNA
209	0.862011759549508	0.0181903929504218	5	Data	mRNA
210	0.865107996647452	0.0181710414685596	5	Data	mRNA
211	0.879718365453376	0.0184516379555608	5	Data	mRNA
212	0.87642861353681	0.0184516379555608	5	Data	mRNA
213	0.873429133848177	0.0183065018415947	5	Data	mRNA
214	0.879911880271997	0.0184709894374229	5	Data	mRNA
215	0.879331335816133	0.0182290959141461	5	Data	mRNA
216	0.869075050429193	0.0173873064531425	5	Data	mRNA
217	0.874783737578527	0.0175130910852465	5	Data	mRNA
218	0.88920059156583	0.0193321303802887	5	Data	mRNA
219	0.882717845142009	0.019370833344013	5	Data	mRNA
220	0.883685419235117	0.0193901848258751	5	Data	mRNA
221	0.871784257889894	0.0191386155616672	5	Data	mRNA
222	0.871203713434029	0.0195740239035655	5	Data	mRNA
223	0.864624209600898	0.0190225066704942	5	Data	mRNA
224	0.859205794679496	0.0184709894374229	5	Data	mRNA
225	0.853110077892918	0.0184032592509054	5	Data	mRNA
226	0.857560918721213	0.01835488054625	5	Data	mRNA
227	0.856980374265349	0.0183645562871811	5	Data	mRNA
228	0.867043144833667	0.0189838037067699	5	Data	mRNA
229	0.872074530117826	0.0189741279658389	5	Data	mRNA
230	0.873622648666798	0.0187709374062863	5	Data	mRNA
231	0.878847548769579	0.0190031551886321	5	Data	mRNA
232	0.881943785867523	0.0189547764839767	5	Data	mRNA
233	0.881943785867523	0.0189451007430456	5	Data	mRNA
234	0.877783217267161	0.0188967220383903	5	Data	mRNA
235	0.886975171151682	0.0189838037067699	5	Data	mRNA
236	0.882330815504766	0.0187419101834931	5	Data	mRNA
237	0.88155675623028	0.0187902888881484	5	Data	mRNA
238	0.884652993328224	0.0189063977793213	5	Data	mRNA
239	0.867139902242978	0.0186741799969755	5	Data	mRNA
240	0.870332896750233	0.0188483433337349	5	Data	mRNA
241	0.869849109703679	0.0182871503597325	5	Data	mRNA
242	0.867913961517464	0.0184322864736986	5	Data	mRNA
243	0.86617232814987	0.018480665178354	5	Data	mRNA
244	0.874106435713352	0.0186548285151134	5	Data	mRNA
245	0.871493985661962	0.0186451527741823	5	Data	mRNA
246	0.855141983488444	0.016806761997278	5	Data	mRNA
247	0.860366883591225	0.0170970342252102	5	Data	mRNA
248	0.867236659652289	0.0173002247847628	5	Data	mRNA
249	0.872461559755069	0.0172808733029007	5	Data	mRNA
250	0.876718885764742	0.017319576266625	5	Data	mRNA
251	0.877976732085782	0.0173969821940736	5	Data	mRNA
252	0.877202672811296	0.01745503663966	5	Data	mRNA
253	0.877976732085782	0.0175517940489708	5	Data	mRNA
254	0.874396707941284	0.01745503663966	5	Data	mRNA
255	0.870816683796786	0.0173389277484871	5	Data	mRNA
256	0.868107476336085	0.0165648684740011	5	Data	mRNA
257	0.86743017447091	0.0168744921837955	5	Data	mRNA
258	0.868010718926775	0.0166422744014497	5	Data	mRNA
259	0.86994586711299	0.0165068140284146	5	Data	mRNA
260	0.859979853953982	0.0163326506916553	5	Data	mRNA
261	0.864237179963655	0.0169712495931063	5	Data	mRNA
262	0.869558837475747	0.0171163857070724	5	Data	mRNA
263	0.870913441206097	0.0176195242354883	5	Data	mRNA
264	0.863463120689169	0.0175227668261776	5	Data	mRNA
265	0.874396707941284	0.017842066276903	5	Data	mRNA
266	0.868784778201261	0.0173776307122114	5	Data	mRNA
267	0.868204233745396	0.0170970342252102	5	Data	mRNA
268	0.873138861620245	0.0173002247847628	5	Data	mRNA
269	0.879524850634754	0.0179291479452827	5	Data	mRNA
270	0.877783217267161	0.0180162296136624	5	Data	mRNA
271	0.882427572914077	0.0180065538727313	5	Data	mRNA
272	0.885620567421332	0.0183839077690433	5	Data	mRNA
273	0.88155675623028	0.0183161775825257	5	Data	mRNA
274	0.894812521305853	0.0192837516756333	5	Data	mRNA
275	0.892296828663774	0.0190805611160807	5	Data	mRNA
276	0.889394106384451	0.0189063977793213	5	Data	mRNA
277	0.884943265556157	0.0186548285151134	5	Data	mRNA
278	0.876622128355432	0.0186258012923202	5	Data	mRNA
279	0.86743017447091	0.0179872023908692	5	Data	mRNA
280	0.873622648666798	0.0181613657276285	5	Data	mRNA
281	0.873719406076109	0.0182000686913528	5	Data	mRNA
282	0.87507400980646	0.0187709374062863	5	Data	mRNA
283	0.874880494987838	0.0180065538727313	5	Data	mRNA
284	0.868591263382639	0.0178227147950409	5	Data	mRNA
285	0.862011759549508	0.0174163336759357	5	Data	mRNA
286	0.870913441206097	0.0177646603494544	5	Data	mRNA
287	0.876525370946121	0.0184903409192851	5	Data	mRNA
288	0.876235098718189	0.0183355290643879	5	Data	mRNA
289	0.872074530117826	0.018219420173215	5	Data	mRNA
290	0.872461559755069	0.0185193681420783	5	Data	mRNA
291	0.868204233745396	0.0185290438830094	5	Data	mRNA
292	0.880879454365105	0.0189547764839767	5	Data	mRNA
293	0.875944826490256	0.0188870462974592	5	Data	mRNA
294	0.882137300686145	0.0193127788984265	5	Data	mRNA
295	0.896360639854826	0.0200674866910504	5	Data	mRNA
296	0.896650912082758	0.0201061896547747	5	Data	mRNA
297	0.901101752911052	0.0207254370743635	5	Data	mRNA
298	0.907681256744184	0.0206867341106392	5	Data	mRNA
299	0.910100191976953	0.0207060855925014	5	Data	mRNA
300	0.898489302859662	0.0204641920692245	5	Data	mRNA
301	0.906713682651076	0.020531922255742	5	Data	mRNA
302	0.919872690317339	0.0251182234570718	5	Data	mRNA
303	0.919582418089407	0.0251278991980028	5	Data	mRNA
304	0.919485660680096	0.0250021145658988	5	Data	mRNA
305	0.915712121716976	0.0250021145658988	5	Data	mRNA
306	0.916873210628705	0.0250117903068299	5	Data	mRNA
307	0.91871160140561	0.0248763299337949	5	Data	mRNA
308	0.918034299540434	0.0248473027110016	5	Data	mRNA
309	0.920356477363893	0.0249440601203124	5	Data	mRNA
310	0.924033258917701	0.0246537878923801	5	Data	mRNA
311	0.918324571768367	0.0245473547421383	5	Data	mRNA
312	0.911841825344546	0.0244118943691032	5	Data	mRNA
313	0.920549992182514	0.0245280032602762	5	Data	mRNA
314	0.911648310525925	0.0240055132499981	5	Data	mRNA
315	0.909035860474534	0.0240248647318602	5	Data	mRNA
316	0.907971528972116	0.0240442162137224	5	Data	mRNA
317	0.903036901097268	0.0240248647318602	5	Data	mRNA
318	0.886588141514439	0.0187999646290795	5	Data	mRNA
319	0.885136780374778	0.0186258012923202	5	Data	mRNA
320	0.886104354467885	0.0186258012923202	5	Data	mRNA
321	0.888039502654101	0.0185387196239405	5	Data	mRNA
322	0.888716804519276	0.0187419101834931	5	Data	mRNA
323	0.882621087732698	0.0185580711058026	5	Data	mRNA
324	0.87768645985785	0.0181516899866975	5	Data	mRNA
325	0.862011759549508	0.0170873584842792	5	Data	mRNA
326	0.855722527944309	0.016942222370313	5	Data	mRNA
327	0.856012800172241	0.0169809253340373	5	Data	mRNA
328	0.864043665145034	0.0169906010749684	5	Data	mRNA
329	0.865978813331249	0.0171357371889345	5	Data	mRNA
330	0.864237179963655	0.0169035194065887	5	Data	mRNA
331	0.868978293019882	0.0172324945982453	5	Data	mRNA
332	0.877299430220607	0.0180355810955246	5	Data	mRNA
333	0.876138341308878	0.0180162296136624	5	Data	mRNA
334	0.870816683796786	0.0177162816447991	5	Data	mRNA
335	0.877202672811296	0.0197868902040492	5	Data	mRNA
336	0.871977772708516	0.0196998085356695	5	Data	mRNA
337	0.874977252397149	0.0198352689087046	5	Data	mRNA
338	0.867043144833667	0.0196901327947384	5	Data	mRNA
339	0.870526411568854	0.0199126748361532	5	Data	mRNA
340	0.863172848461237	0.0170970342252102	5	Data	mRNA
341	0.860657155819157	0.0171067099661413	5	Data	mRNA
342	0.861915002140197	0.0171067099661413	5	Data	mRNA
343	0.87255831716438	0.0173002247847628	5	Data	mRNA
344	0.868300991154707	0.0169518981112441	5	Data	mRNA
345	0.86617232814987	0.016942222370313	5	Data	mRNA
346	0.871881015299205	0.0169809253340373	5	Data	mRNA
347	0.874977252397149	0.0173679549712804	5	Data	mRNA
348	0.872364802345759	0.0175904970126951	5	Data	mRNA
349	0.884459478509603	0.0181807172094907	5	Data	mRNA
350	0.886394626695818	0.0180355810955246	5	Data	mRNA
351	0.882427572914077	0.0179291479452827	5	Data	mRNA
352	0.889007076747208	0.0182387716550771	5	Data	mRNA
353	0.890264923068248	0.0182097444322839	5	Data	mRNA
354	0.889103834156519	0.0180742840592489	5	Data	mRNA
355	0.889007076747208	0.0180452568364556	5	Data	mRNA
356	0.891426011979977	0.0179194722043516	5	Data	mRNA
357	0.885814082239953	0.017842066276903	5	Data	mRNA
358	0.892683858301017	0.0179775266499381	5	Data	mRNA
359	0.894522249077921	0.0197385114993938	5	Data	mRNA
360	0.883782176644427	0.0196804570538074	5	Data	mRNA
361	0.886394626695818	0.0198159174268424	5	Data	mRNA
362	0.886104354467885	0.019757862981256	5	Data	mRNA
363	0.891426011979977	0.0199900807636018	5	Data	mRNA
364	0.892006556435842	0.0198739718724289	5	Data	mRNA
365	0.89045843788687	0.0198159174268424	5	Data	mRNA
366	0.892006556435842	0.0196998085356695	5	Data	mRNA
367	0.894909278715164	0.0199513777998775	5	Data	mRNA
368	0.900037421408634	0.0204835435510866	5	Data	mRNA
369	0.896360639854826	0.020396461882707	5	Data	mRNA
370	0.900714723273809	0.020406137623638	5	Data	mRNA
371	0.903520688143821	0.0206383554059838	5	Data	mRNA
372	0.906810440060387	0.0208221944836743	5	Data	mRNA
373	0.912906156846965	0.020793167260881	5	Data	mRNA
374	0.906907197469698	0.0207641400380878	5	Data	mRNA
375	0.89819903063173	0.0206286796650528	5	Data	mRNA
376	0.900908238092431	0.0206093281831906	5	Data	mRNA
377	0.896167125036204	0.020270677250603	5	Data	mRNA
378	0.891909799026531	0.0203577589189827	5	Data	mRNA
379	0.906810440060387	0.02078349151995	5	Data	mRNA
380	0.901682297366917	0.0208125187427432	5	Data	mRNA
381	0.9033271733252	0.0208608974473986	5	Data	mRNA
382	0.904294747418307	0.0203287316961894	5	Data	mRNA
383	0.901392025138985	0.0203190559552584	5	Data	mRNA
384	0.902940143687957	0.020793167260881	5	Data	mRNA
385	0.919969447726649	0.0210253850432269	5	Data	mRNA
386	0.914551032805247	0.0203577589189827	5	Data	mRNA
387	0.905746108557969	0.0182484473960082	5	Data	mRNA
388	0.910874251251439	0.0185096924011473	5	Data	mRNA
389	0.912132097572478	0.0190031551886321	5	Data	mRNA
390	0.907971528972116	0.0189257492611835	5	Data	mRNA
391	0.910390464204885	0.0187128829606998	5	Data	mRNA
392	0.905746108557969	0.0186645042560445	5	Data	mRNA
393	0.902649871460025	0.018345204805319	5	Data	mRNA
394	0.903520688143821	0.0183258533234568	5	Data	mRNA
395	0.899069847315527	0.018093635541111	5	Data	mRNA
396	0.901392025138985	0.0188289918518727	5	Data	mRNA
397	0.909229375293156	0.0190031551886321	5	Data	mRNA
398	0.908261801200048	0.0190999125979429	5	Data	mRNA
399	0.89955363436208	0.0189838037067699	5	Data	mRNA
400	0.900617965864499	0.0189741279658389	5	Data	mRNA
401	0.90081148068312	0.0191869942663225	5	Data	mRNA
402	0.907003954879009	0.0193031031574954	5	Data	mRNA
403	0.909616404930399	0.019380509084944	5	Data	mRNA
404	0.904391504827618	0.018732234442562	5	Data	mRNA
405	0.900134178817945	0.0186354770332512	5	Data	mRNA
406	0.916292666172841	0.0214801448669874	5	Data	mRNA
407	0.914260760577315	0.0212576028255727	5	Data	mRNA
408	0.90971316233971	0.0210157093022958	5	Data	mRNA
409	0.897715243585176	0.0203480831780516	5	Data	mRNA
410	0.895393065761718	0.0205222465148109	5	Data	mRNA
411	0.893941704622057	0.0204448405873623	5	Data	mRNA
412	0.90081148068312	0.0205803009603974	5	Data	mRNA
413	0.896167125036204	0.0209383033748472	5	Data	mRNA
414	0.89181304161722	0.0209383033748472	5	Data	mRNA
415	0.899069847315527	0.0212382513437105	5	Data	mRNA
416	0.903810960371754	0.0212769543074348	5	Data	mRNA
417	0.89819903063173	0.021044736525089	5	Data	mRNA
418	0.899843906590013	0.0210834394888133	5	Data	mRNA
419	0.893748189803435	0.0211124667116065	5	Data	mRNA
420	0.892587100891706	0.0211511696753308	5	Data	mRNA
421	0.888910319337897	0.0185000166602162	5	Data	mRNA
422	0.892683858301017	0.0192256972300468	5	Data	mRNA
423	0.885523810012021	0.0192353729709779	5	Data	mRNA
424	0.879911880271997	0.0184129349918365	5	Data	mRNA
425	0.880685939546483	0.0184419622146297	5	Data	mRNA
426	0.878557276541647	0.0183935835099743	5	Data	mRNA
427	0.887845987835479	0.0201642441003611	5	Data	mRNA
428	0.905552593739347	0.0232024267527188	5	Data	mRNA
429	0.902166084413471	0.0234926989806511	5	Data	mRNA
430	0.90458501964624	0.0246054091877248	5	Data	mRNA
431	0.906133138195212	0.0247118423379666	5	Data	mRNA
432	0.900134178817945	0.0246054091877248	5	Data	mRNA
433	0.900230936227256	0.0245667062240005	5	Data	mRNA
434	0.90206932700416	0.0245860577058626	5	Data	mRNA
435	0.898102273222419	0.0245570304830694	5	Data	mRNA
436	0.890168165658937	0.0224186917373017	5	Data	mRNA
437	0.889781136021694	0.0223606372917153	5	Data	mRNA
438	0.890942224933423	0.0229024787838555	5	Data	mRNA
439	0.893941704622057	0.0229992361931662	5	Data	mRNA
440	0.886975171151682	0.0229024787838555	5	Data	mRNA
441	0.887845987835479	0.0228734515610623	5	Data	mRNA
442	0.890651952705491	0.0228831273019933	5	Data	mRNA
443	0.886297869286507	0.0229992361931662	5	Data	mRNA
444	0.879234578406822	0.0214994963488495	5	Data	mRNA
445	0.894812521305853	0.0219639319135412	5	Data	mRNA
446	0.898876332496905	0.0222155011777491	5	Data	mRNA
447	0.903230415915889	0.0236958895402037	5	Data	mRNA
448	0.902553114050714	0.023734592503928	5	Data	mRNA
449	0.899940663999323	0.023608807871824	5	Data	mRNA
450	0.894231976849989	0.0233862658304093	5	Data	mRNA
451	0.898876332496905	0.0231733995299256	5	Data	mRNA
452	0.901198510320363	0.0233378871257539	5	Data	mRNA
453	0.887749230426168	0.0219929591363344	5	Data	mRNA
454	0.890651952705491	0.0219832833954033	5	Data	mRNA
455	0.892006556435842	0.0219058774679547	5	Data	mRNA
456	0.88281460255132	0.0212672785665037	5	Data	mRNA
457	0.881169726593037	0.0206770583697081	5	Data	mRNA
458	0.873622648666798	0.0189547764839767	5	Data	mRNA
459	0.86743017447091	0.0187419101834931	5	Data	mRNA
460	0.870719926387476	0.0188483433337349	5	Data	mRNA
461	0.868300991154707	0.0187806131472174	5	Data	mRNA
462	0.871784257889894	0.0189063977793213	5	Data	mRNA
463	0.880685939546483	0.0192644001937711	5	Data	mRNA
464	0.86743017447091	0.017193791634521	5	Data	mRNA
465	0.872074530117826	0.0179775266499381	5	Data	mRNA
466	0.879331335816133	0.0180452568364556	5	Data	mRNA
467	0.88407244887236	0.0180742840592489	5	Data	mRNA
468	0.87517076721577	0.0180646083183178	5	Data	mRNA
469	0.883685419235117	0.0187032072197688	5	Data	mRNA
470	0.87894430617889	0.0185290438830094	5	Data	mRNA
471	0.8853302951934	0.0186354770332512	5	Data	mRNA
472	0.892490343482395	0.0187419101834931	5	Data	mRNA
473	0.889490863793762	0.019119264079805	5	Data	mRNA
474	0.895102793533786	0.0208802489292607	5	Data	mRNA
475	0.907390984516251	0.0211995483799862	5	Data	mRNA
476	0.905359078920726	0.0213156572711591	5	Data	mRNA
477	0.901392025138985	0.0210737637478822	5	Data	mRNA
478	0.909035860474534	0.0209963578204336	5	Data	mRNA
479	0.900714723273809	0.0209383033748472	5	Data	mRNA
480	0.894135219440678	0.0203577589189827	5	Data	mRNA
481	0.900327693636566	0.0204351648464313	5	Data	mRNA
482	0.898973089906216	0.0205996524422595	5	Data	mRNA
